{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2694480175782399e+01, 'y':0.0000000000000000e+00, 'z':0.0000000000000000e+00, 'p1':-2.8551579309220456e-04, 'p2':2.2510739735550561e-01, 'p3':-1.0641423116780697e-04, 'S1x':4.4444444444444444e-03, 'S1y':-8.8888888888888906e-03, 'S1z':-1.3333333333333334e-02, 'S2x':4.4444444444444444e-03, 'S2y':-5.5555555555555558e-03, 'S2z':6.6666666666666671e-03,'Hreal':9.9528727008298645e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5223079271021081e+01, 'y':-3.2567302020281108e+00, 'z':8.6581889166910619e-02, 'p1':5.8007463659379033e-02, 'p2':2.7528628102013236e-01, 'p3':1.0869150014460440e-03, 'S1x':9.0306131979735211e-03, 'S1y':-4.2400208501117290e-03, 'S1z':-1.3304640479791460e-02, 'S2x':4.6685417767025053e-03, 'S2y':-5.3431734952922782e-03, 'S2z':6.6870728282029520e-03,'Hreal':9.9328800452012389e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5392552386926507e+01, 'y':-2.3075657225388442e+00, 'z':9.0603220906641135e-02, 'p1':4.0857267783203310e-02, 'p2':2.7838210117688922e-01, 'p3':1.0024765514441386e-03, 'S1x':9.0418433810879936e-03, 'S1y':-4.2161959471582735e-03, 'S1z':-1.3304584542342358e-02, 'S2x':4.6935455801464417e-03, 'S2y':-5.3212329459069192e-03, 'S2z':6.6870649880027182e-03,'Hreal':9.9328681466623014e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5502936852577665e+01, 'y':-1.3496370305737355e+00, 'z':9.4374088233053155e-02, 'p1':2.3541341247261111e-02, 'p2':2.8041086076574823e-01, 'p3':9.1314259230584568e-04, 'S1x':9.0529979407961165e-03, 'S1y':-4.1923392416481388e-03, 'S1z':-1.3304537940273042e-02, 'S2x':4.7184801190038057e-03, 'S2y':-5.2991537016995804e-03, 'S2z':6.6870504517019327e-03,'Hreal':9.9328562369057238e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5549974229684880e+01, 'y':-5.3083124869555520e-01, 'z':9.7370453409187041e-02, 'p1':8.7344413492833929e-03, 'p2':2.8128977431107077e-01, 'p3':8.3349393193441401e-04, 'S1x':9.0624253876589733e-03, 'S1y':-4.1720274956948290e-03, 'S1z':-1.3304504594518504e-02, 'S2x':4.7396293005319634e-03, 'S2y':-5.2802657201314286e-03, 'S2z':6.6870349445488034e-03,'Hreal':9.9328460995909218e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5553797518113770e+01, 'y':2.8938245566768961e-01, 'z':1.0016203060299637e-01, 'p1':-6.1032764479518348e-03, 'p2':2.8138723436491708e-01, 'p3':7.5063294796521706e-04, 'S1x':9.0717996056126852e-03, 'S1y':-4.1516959712410298e-03, 'S1z':-1.3304476025581288e-02, 'S2x':4.7607254686607321e-03, 'S2y':-5.2612741446534670e-03, 'S2z':6.6870184475679752e-03,'Hreal':9.9328359541275346e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5514378559173075e+01, 'y':1.1087243461033194e+00, 'z':1.0273856598671655e-01, 'p1':-2.0930583230546442e-02, 'p2':2.8070224238234626e-01, 'p3':6.6472862974278099e-04, 'S1x':9.0811214918168227e-03, 'S1y':-4.1313460098788982e-03, 'S1z':-1.3304451226367746e-02, 'S2x':4.7817670120760738e-03, 'S2y':-5.2421776337284506e-03, 'S2z':6.6870027837531276e-03,'Hreal':9.9328258004999948e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5426026775605486e+01, 'y':1.9696163378572162e+00, 'z':1.0521272277646943e-01, 'p1':-3.6515610385952496e-02, 'p2':2.7913284229600255e-01, 'p3':5.7100511801016335e-04, 'S1x':9.0908998876989815e-03, 'S1y':-4.1098594933970199e-03, 'S1z':-1.3304427985210152e-02, 'S2x':4.8039033230995870e-03, 'S2y':-5.2219169711720395e-03, 'S2z':6.6869891834633382e-03,'Hreal':9.9328150802106785e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5278660418404463e+01, 'y':2.8835506995967624e+00, 'z':1.0756975763958856e-01, 'p1':-5.3067461572669866e-02, 'p2':2.7649638295701157e-01, 'p3':4.6748218171975846e-04, 'S1x':9.1012974844057997e-03, 'S1y':-4.0868571283150801e-03, 'S1z':-1.3304405013015696e-02, 'S2x':4.8275090142102170e-03, 'S2y':-5.2001133645638168e-03, 'S2z':6.6869803382881140e-03,'Hreal':9.9328036033514977e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5063359093855436e+01, 'y':3.8409374327637287e+00, 'z':1.0972774508627514e-01, 'p1':-7.0413650095336067e-02, 'p2':2.7263029868448158e-01, 'p3':3.5437754410519028e-04, 'S1x':9.1122506057869455e-03, 'S1y':-4.0624554182296787e-03, 'S1z':-1.3304381034437195e-02, 'S2x':4.8524450271226578e-03, 'S2y':-5.1768524640725400e-03, 'S2z':6.6869801970106937e-03,'Hreal':9.9327914272222906e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.4772468019904785e+01, 'y':4.8303411649328432e+00, 'z':1.1160307864071947e-01, 'p1':-8.8348073166745450e-02, 'p2':2.6739467681872936e-01, 'p3':2.3216925644391369e-04, 'S1x':9.1236881543834136e-03, 'S1y':-4.0367914119952110e-03, 'S1z':-1.3304354151737516e-02, 'S2x':4.8785513567441560e-03, 'S2y':-5.1522406063909442e-03, 'S2z':6.6869934742515257e-03,'Hreal':9.9327786192654333e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.4399270897935939e+01, 'y':5.8408032304332593e+00, 'z':1.1311663277391827e-01, 'p1':-1.0667303895924543e-01, 'p2':2.6066643102563419e-01, 'p3':1.0134060695581336e-04, 'S1x':9.1355573790975666e-03, 'S1y':-4.0099653460017601e-03, 'S1z':-1.3304321821660711e-02, 'S2x':4.9057055433420500e-03, 'S2y':-5.1263506698946545e-03, 'S2z':6.6870255168113967e-03,'Hreal':9.9327652285401047e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.3937826134476699e+01, 'y':6.8616900598407256e+00, 'z':1.1419233547746090e-01, 'p1':-1.2519652151754629e-01, 'p2':2.5233634230444513e-01, 'p3':-3.7612688197521314e-05, 'S1x':9.1478218593077625e-03, 'S1y':-3.9820440320202186e-03, 'S1z':-1.3304280904830703e-02, 'S2x':4.9338184067964008e-03, 'S2y':-5.0992250119635289e-03, 'S2z':6.6870822140367011e-03,'Hreal':9.9327512875122126e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.3382757225988131e+01, 'y':7.8825989331035862e+00, 'z':1.1475564668206438e-01, 'p1':-1.4373045612320384e-01, 'p2':2.4230526591982948e-01, 'p3':-1.8418511749953811e-04, 'S1x':9.1604607053220530e-03, 'S1y':-3.9530614211700727e-03, 'S1z':-1.3304227707909486e-02, 'S2x':4.9628325711575261e-03, 'S2y':-5.0708756284595299e-03, 'S2z':6.6871699217591054e-03,'Hreal':9.9327368124232895e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.2729244204334600e+01, 'y':8.8929008158386811e+00, 'z':1.1473178694961640e-01, 'p1':-1.6208244156535595e-01, 'p2':2.3048396628003165e-01, 'p3':-3.3781204018170589e-04, 'S1x':9.1734638530316659e-03, 'S1y':-3.9230281277439268e-03, 'S1z':-1.3304158037366579e-02, 'S2x':4.9927119892819692e-03, 'S2y':-5.0412930938645859e-03, 'S2z':6.6872953624701461e-03,'Hreal':9.9327218081334478e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.1972865863289233e+01, 'y':9.8816790611392200e+00, 'z':1.1404446739146465e-01, 'p1':-1.8005461622155830e-01, 'p2':2.1679025618966644e-01, 'p3':-4.9787200306523774e-04, 'S1x':9.1868326221584452e-03, 'S1y':-3.8919289789066795e-03, 'S1z':-1.3304067236478333e-02, 'S2x':5.0234435034333825e-03, 'S2y':-5.0104439249785363e-03, 'S2z':6.6874655418540140e-03,'Hreal':9.9327062670117217e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.1109400141416598e+01, 'y':1.0837614600709198e+01, 'z':1.1261409168186330e-01, 'p1':-1.9744156133079779e-01, 'p2':2.0114536649300524e-01, 'p3':-6.6368721754871867e-04, 'S1x':9.2005807039568493e-03, 'S1y':-3.8597193432405564e-03, 'S1z':-1.3303950208058496e-02, 'S2x':5.0550393931761946e-03, 'S2y':-4.9782666098044832e-03, 'S2z':6.6876876890373284e-03,'Hreal':9.9326901671995205e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.0169507954343628e+01, 'y':1.1718758401424330e+01, 'z':1.1044640027904590e-01, 'p1':-2.1347987883942779e-01, 'p2':1.8410304460008467e-01, 'p3':-8.2865276876169789e-04, 'S1x':9.2142486095418887e-03, 'S1y':-3.8274731294715416e-03, 'S1z':-1.3303807043166277e-02, 'S2x':5.0864234533768652e-03, 'S2y':-4.9458299778386717e-03, 'S2z':6.6879586283216082e-03,'Hreal':9.9326740466827224e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':9.1596205544400622e+00, 'y':1.2518986508164250e+01, 'z':1.0754028870937160e-01, 'p1':-2.2805694571288601e-01, 'p2':1.6577875760279592e-01, 'p3':-9.9167493559713113e-04, 'S1x':9.2278409087162491e-03, 'S1y':-3.7951865650302512e-03, 'S1z':-1.3303635628544265e-02, 'S2x':5.1175881052677643e-03, 'S2y':-4.9131396343433265e-03, 'S2z':6.6882792442518896e-03,'Hreal':9.9326579053895470e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':8.0866613379220809e+00, 'y':1.3232724523042101e+01, 'z':1.0389959003142242e-01, 'p1':-2.4106996810281897e-01, 'p2':1.4629708129596314e-01, 'p3':-1.1516487551039105e-03, 'S1x':9.2413614763575853e-03, 'S1y':-3.7628551283426636e-03, 'S1z':-1.3303434488258983e-02, 'S2x':5.1485266053943957e-03, 'S2y':-4.8802020931191497e-03, 'S2z':6.6886493146687135e-03,'Hreal':9.9326417432507308e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':6.9579991323763970e+00, 'y':1.3854987306244785e+01, 'z':9.9533154922676753e-02, 'p1':-2.5242672105439840e-01, 'p2':1.2579086773528564e-01, 'p3':-1.3074654233683623e-03, 'S1x':9.2548133802824381e-03, 'S1y':-3.7304736685387766e-03, 'S1z':-1.3303202822683219e-02, 'S2x':5.1792331813216670e-03, 'S2y':-4.8470246342770537e-03, 'S2z':6.6890675119105807e-03,'Hreal':9.9326255601926616e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':5.9275406223025904e+00, 'y':1.4322331420580250e+01, 'z':9.5113316647811849e-02, 'p1':-2.6096587788937747e-01, 'p2':1.0705792111694105e-01, 'p3':-1.4399337800163935e-03, 'S1x':9.2665659388134029e-03, 'S1y':-3.7020051716593842e-03, 'S1z':-1.3302974225622469e-02, 'S2x':5.2059910101320472e-03, 'S2y':-4.8177116306419515e-03, 'S2z':6.6894723691079995e-03,'Hreal':9.9326113382429382e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':4.8656133675584750e+00, 'y':1.4713297181066498e+01, 'z':9.0157616788566972e-02, 'p1':-2.6811912489361600e-01, 'p2':8.7742534096835606e-02, 'p3':-1.5676073949062507e-03, 'S1x':9.2782681350849303e-03, 'S1y':-3.6734897527291644e-03, 'S1z':-1.3302722401335345e-02, 'S2x':5.2325640905518354e-03, 'S2y':-4.7882254604962420e-03, 'S2z':6.6899101868671722e-03,'Hreal':9.9325971000724878e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':3.7778624725600118e+00, 'y':1.5025755851075679e+01, 'z':8.4681690032033463e-02, 'p1':-2.7384648306678677e-01, 'p2':6.7946970992905961e-02, 'p3':-1.6897568119182136e-03, 'S1x':9.2899202242048857e-03, 'S1y':-3.6449232522242346e-03, 'S1z':-1.3302448141233788e-02, 'S2x':5.2589507121249459e-03, 'S2y':-4.7585718865945752e-03, 'S2z':6.6903781162313174e-03,'Hreal':9.9325828456312559e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.8068035702222058e+00, 'y':1.5233878648987005e+01, 'z':7.9463448353347024e-02, 'p1':-2.7767135811476018e-01, 'p2':5.0266351837949655e-02, 'p3':-1.7918128292533626e-03, 'S1x':9.3001019039772332e-03, 'S1y':-3.6198144304545061e-03, 'S1z':-1.3302189966378246e-02, 'S2x':5.2819472375232905e-03, 'S2y':-4.7324214040295872e-03, 'S2z':6.6908108152362667e-03,'Hreal':9.9325703257582676e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.8243056607607300e+00, 'y':1.5379356874326522e+01, 'z':7.3873454571583647e-02, 'p1':-2.8035649152240899e-01, 'p2':3.2369283463345222e-02, 'p3':-1.8885954970450525e-03, 'S1x':9.3102441193455912e-03, 'S1y':-3.5946602559621286e-03, 'S1z':-1.3301916475429033e-02, 'S2x':5.3047992823200604e-03, 'S2y':-4.7061504315390234e-03, 'S2z':6.6912615417861849e-03,'Hreal':9.9325577932886600e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':9.6374040099425096e-01, 'y':1.5454445722287389e+01, 'z':6.8722556617615102e-02, 'p1':-2.8175527470430928e-01, 'p2':1.6686654411305749e-02, 'p3':-1.9681171565047906e-03, 'S1x':9.3190311897685986e-03, 'S1y':-3.5727466037222644e-03, 'S1z':-1.3301667159668391e-02, 'S2x':5.3245546817904622e-03, 'S2y':-4.6832095948560661e-03, 'S2z':6.6916659855248339e-03,'Hreal':9.9325468844969067e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.0025205673596960e-01, 'y':1.5481424646877068e+01, 'z':6.3314332426774395e-02, 'p1':-2.8227747401291181e-01, 'p2':9.4453148938536749e-04, 'p3':-2.0430135804141202e-03, 'S1x':9.3277868169405215e-03, 'S1y':-3.5507948700120389e-03, 'S1z':-1.3301408148225979e-02, 'S2x':5.3442014120097204e-03, 'S2y':-4.6601829499855925e-03, 'S2z':6.6920799809243999e-03,'Hreal':9.9325359661284429e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-7.6347147142220517e-01, 'y':1.5460188415770157e+01, 'z':5.7661347101332402e-02, 'p1':-2.8192057704372087e-01, 'p2':-1.4808112873538573e-02, 'p3':-2.1130033818455864e-03, 'S1x':9.3365099522072937e-03, 'S1y':-3.5288034242295153e-03, 'S1z':-1.3301140482769213e-02, 'S2x':5.3637401186599400e-03, 'S2y':-4.6370728190943998e-03, 'S2z':6.6925014710823572e-03,'Hreal':9.9325250381617092e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.6247389405581456e+00, 'y':1.5390781912860502e+01, 'z':5.1777069564269237e-02, 'p1':-2.8068480647564892e-01, 'p2':-3.0522198072241082e-02, 'p3':-2.1778160699489520e-03, 'S1x':9.3451993687009381e-03, 'S1y':-3.5067707459397182e-03, 'S1z':-1.3300865292586454e-02, 'S2x':5.3831716638990685e-03, 'S2y':-4.6138813967737200e-03, 'S2z':6.6929283295160723e-03,'Hreal':9.9325141005741036e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.5194106748094729e+00, 'y':1.5266963906213078e+01, 'z':4.5395080485337844e-02, 'p1':-2.7845702470568734e-01, 'p2':-4.6852408808406659e-02, 'p3':-2.2397454048624370e-03, 'S1x':9.3542441387897413e-03, 'S1y':-3.4836962428117864e-03, 'S1z':-1.3300570924460711e-02, 'S2x':5.4033684568748708e-03, 'S2y':-4.5895566622903899e-03, 'S2z':6.6933778687152086e-03,'Hreal':9.9325026581164133e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-3.4582093741545830e+00, 'y':1.5078945965347961e+01, 'z':3.8390928942464451e-02, 'p1':-2.7505831662230557e-01, 'p2':-6.3995460022991002e-02, 'p3':-2.2985938916669471e-03, 'S1x':9.3637875172591228e-03, 'S1y':-3.4591854381879053e-03, 'S1z':-1.3300252977771383e-02, 'S2x':5.4246515989433758e-03, 'S2y':-4.5636809081437786e-03, 'S2z':6.6938553860420753e-03,'Hreal':9.9324905178671563e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-4.4323951110099715e+00, 'y':1.4818526314928118e+01, 'z':3.0771921057510827e-02, 'p1':-2.7033782156425495e-01, 'p2':-8.1792894463209781e-02, 'p3':-2.3526710433897317e-03, 'S1x':9.3737866610427330e-03, 'S1y':-3.4333125019605053e-03, 'S1z':-1.3299913485959025e-02, 'S2x':5.4469286007059270e-03, 'S2y':-4.5363302834519094e-03, 'S2z':6.6943561832899807e-03,'Hreal':9.9324777197401815e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-5.4313765599270880e+00, 'y':1.4478646596681521e+01, 'z':2.2562040341455945e-02, 'p1':-2.6416528624548891e-01, 'p2':-1.0005225696375131e-01, 'p3':-2.4002179041417221e-03, 'S1x':9.3841897752169248e-03, 'S1y':-3.4061733503185200e-03, 'S1z':-1.3299555451485468e-02, 'S2x':5.4700902860389724e-03, 'S2y':-4.5076046570986447e-03, 'S2z':6.6948742219976355e-03,'Hreal':9.9324643143567160e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-6.4446548397178738e+00, 'y':1.4053082795116358e+01, 'z':1.3788084493190904e-02, 'p1':-2.5642550651191665e-01, 'p2':-1.1858255718785868e-01, 'p3':-2.4395353728806765e-03, 'S1x':9.3949553809524380e-03, 'S1y':-3.3778360675667416e-03, 'S1z':-1.3299182182652606e-02, 'S2x':5.4940539035963310e-03, 'S2y':-4.4775748228858738e-03, 'S2z':6.6954031798163675e-03,'Hreal':9.9324503383966745e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-7.4618989966253446e+00, 'y':1.3536248066261596e+01, 'z':4.4783363963974837e-03, 'p1':-2.4701473953342851e-01, 'p2':-1.3719564620746599e-01, 'p3':-2.4689670484009797e-03, 'S1x':9.4060531473958171e-03, 'S1y':-3.3483379166930304e-03, 'S1z':-1.3298797209552703e-02, 'S2x':5.5187649890593707e-03, 'S2y':-4.4462787087807222e-03, 'S2z':6.6959366013876892e-03,'Hreal':9.9324358131249690e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-8.4724809533262562e+00, 'y':1.2923230941587075e+01, 'z':-5.3340527910689991e-03, 'p1':-2.3584139443976351e-01, 'p2':-1.5569770417137063e-01, 'p3':-2.4868612334753384e-03, 'S1x':9.4174593130874496e-03, 'S1y':-3.3176965994546805e-03, 'S1z':-1.3298404385379832e-02, 'S2x':5.5441871719910819e-03, 'S2y':-4.4137326720204324e-03, 'S2z':6.6964677877414253e-03,'Hreal':9.9324207498907424e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-9.4657543891888185e+00, 'y':1.2209455343393008e+01, 'z':-1.5614508940792001e-02, 'p1':-2.2281983194006161e-01, 'p2':-1.7389433507827390e-01, 'p3':-2.4915531654460740e-03, 'S1x':9.4291607081183199e-03, 'S1y':-3.2858986040814561e-03, 'S1z':-1.3298007690662614e-02, 'S2x':5.5703111442353239e-03, 'S2y':-4.3799184581124985e-03, 'S2z':6.6969900990696638e-03,'Hreal':9.9324051443817118e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.0430656084061409e+01, 'y':1.1390637936510478e+01, 'z':-2.6324560836406441e-02, 'p1':-2.0786956662582315e-01, 'p2':-1.9158326159680095e-01, 'p3':-2.4813204607331833e-03, 'S1x':9.4411521843878708e-03, 'S1y':-3.2529048220495231e-03, 'S1z':-1.3297611269947149e-02, 'S2x':5.5971489921172474e-03, 'S2y':-4.3447884113243821e-03, 'S2z':6.6974969317761344e-03,'Hreal':9.9323889793717968e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1351044768695571e+01, 'y':1.0467509489904916e+01, 'z':-3.7365400086171861e-02, 'p1':-1.9100155282785675e-01, 'p2':-2.0846876595554525e-01, 'p3':-2.4545190556176130e-03, 'S1x':9.4533754612392221e-03, 'S1y':-3.2188209254623897e-03, 'S1z':-1.3297221291507115e-02, 'S2x':5.6245967039906877e-03, 'S2y':-4.3084464520403414e-03, 'S2z':6.6979795026247315e-03,'Hreal':9.9323723079571324e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2190388628583857e+01, 'y':9.4698878519767060e+00, 'z':-4.8342988231411331e-02, 'p1':-1.7275884773949129e-01, 'p2':-2.2388003142383178e-01, 'p3':-2.4110897463215193e-03, 'S1x':9.4654632876410953e-03, 'S1y':-3.1846373687650668e-03, 'S1z':-1.3296852989200199e-02, 'S2x':5.6518528593481514e-03, 'S2y':-4.2719397259261263e-03, 'S2z':6.6984191093488257e-03,'Hreal':9.9323556139852642e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2942644247585299e+01, 'y':8.4048399597373518e+00, 'z':-5.9182320783205816e-02, 'p1':-1.5326950386202037e-01, 'p2':-2.3770477777400201e-01, 'p3':-2.3510168702206759e-03, 'S1x':9.4774100581072346e-03, 'S1y':-3.1503586961626022e-03, 'S1z':-1.3296508884386635e-02, 'S2x':5.6789221794791870e-03, 'S2y':-4.2352642702635224e-03, 'S2z':6.6988139077406592e-03,'Hreal':9.9323388973879545e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.3602380939110192e+01, 'y':7.2799247087670480e+00, 'z':-6.9807961795150170e-02, 'p1':-1.3267078042263158e-01, 'p2':-2.4984178596551318e-01, 'p3':-2.2743992254180903e-03, 'S1x':9.4892109214652388e-03, 'S1y':-3.1159902647641723e-03, 'S1z':-1.3296190830247797e-02, 'S2x':5.7058084778090082e-03, 'S2y':-4.1984151676600868e-03, 'S2z':6.6991632331619847e-03,'Hreal':9.9323221580859433e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.4099053295398878e+01, 'y':6.2549073860078117e+00, 'z':-7.8852770881267312e-02, 'p1':-1.1388984594472129e-01, 'p2':-2.5898946982826643e-01, 'p3':-2.1941282726350301e-03, 'S1x':9.4993933024297948e-03, 'S1y':-3.0859100687392941e-03, 'S1z':-1.3295935310082916e-02, 'S2x':5.7291388621313472e-03, 'S2y':-4.1660909939987964e-03, 'S2z':6.6994314727544142e-03,'Hreal':9.9323075222535406e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.4518770678451395e+01, 'y':5.1958991239855088e+00, 'z':-8.7627369842408515e-02, 'p1':-9.4475279885124275e-02, 'p2':-2.6673008960399525e-01, 'p3':-2.1016194038031830e-03, 'S1x':9.5094593393791598e-03, 'S1y':-3.0557703813389979e-03, 'S1z':-1.3295700819652518e-02, 'S2x':5.7523329104578183e-03, 'S2y':-4.1336258668710968e-03, 'S2z':6.6996665297580846e-03,'Hreal':9.9322928690101053e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.4859196323478590e+01, 'y':4.1086594334861601e+00, 'z':-9.6082591454645108e-02, 'p1':-7.4532204732440016e-02, 'p2':-2.7301945879272982e-01, 'p3':-1.9971564388489892e-03, 'S1x':9.5194075989701310e-03, 'S1y':-3.0255757831518047e-03, 'S1z':-1.3295487203616741e-02, 'S2x':5.7753909931664233e-03, 'S2y':-4.1010153337946356e-03, 'S2z':6.6998701806799702e-03,'Hreal':9.9322781983119657e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.5118423420383005e+01, 'y':2.9991095840953026e+00, 'z':-1.0417017713485280e-01, 'p1':-5.4168850365168837e-02, 'p2':-2.7782122489713235e-01, 'p3':-1.8810907669345757e-03, 'S1x':9.5292372811376178e-03, 'S1y':-2.9953309901802685e-03, 'S1z':-1.3295293864201826e-02, 'S2x':5.7983127152575267e-03, 'S2y':-4.0682547918783401e-03, 'S2z':6.7000448456962895e-03,'Hreal':9.9322635101105694e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.5270228375719226e+01, 'y':2.0702940416738351e+00, 'z':-1.1053844158744520e-01, 'p1':-3.7114100509594891e-02, 'p2':-2.8064477098553675e-01, 'p3':-1.7767889360832169e-03, 'S1x':9.5372653153033473e-03, 'S1y':-2.9703197412821038e-03, 'S1z':-1.3295148768498025e-02, 'S2x':5.8171383424906412e-03, 'S2y':-4.0410840554089755e-03, 'S2z':6.7001693628843170e-03,'Hreal':9.9322513670730550e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.5365055631846767e+01, 'y':1.1338475305988394e+00, 'z':-1.1659807624028921e-01, 'p1':-1.9911620391800930e-02, 'p2':-2.8242264289418811e-01, 'p3':-1.6651276811032384e-03, 'S1x':9.5452126124394420e-03, 'S1y':-2.9452801660625593e-03, 'S1z':-1.3295016012143475e-02, 'S2x':5.8358691199277739e-03, 'S2y':-4.0138052650400598e-03, 'S2z':6.7002781464121745e-03,'Hreal':9.9322392120460756e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.5400372039860063e+01, 'y':3.4494958132799425e-01, 'z':-1.2142502731223012e-01, 'p1':-5.4137157446911104e-03, 'p2':-2.8310170481730779e-01, 'p3':-1.5659994227698547e-03, 'S1x':9.5518175035317551e-03, 'S1y':-2.9242551894666999e-03, 'S1z':-1.3294913455999811e-02, 'S2x':5.8515076811486962e-03, 'S2y':-3.9908366443824148e-03, 'S2z':6.7003588758503749e-03,'Hreal':9.9322290062588803e-01}
